Impact,Year,Country,Protection,Impact Func ID
43557.783539900534,2013,SOM,No Protection,10
43412.18365125399,2014,SOM,No Protection,10
40815.79454038356,2015,SOM,No Protection,10
132306.42747908487,2016,SOM,No Protection,10
43366.46743390628,2017,SOM,No Protection,10
178086.56576980645,2018,SOM,No Protection,10
77908.38573045334,2019,SOM,No Protection,10
178300.7175061897,2020,SOM,No Protection,10
33170.92606614115,2021,SOM,No Protection,10
28011.342893911744,2022,SOM,No Protection,10
308288.84134031617,2023,SOM,No Protection,10
54864.4462403912,2008,SOM,No Protection,11
61297.33737739134,2009,SOM,No Protection,11
46370.32124129386,2010,SOM,No Protection,11
49336.69351678953,2011,SOM,No Protection,11
31899.790973957868,2012,SOM,No Protection,11
50101.31328885241,2013,SOM,No Protection,11
49162.15267583369,2014,SOM,No Protection,11
41585.6143979892,2015,SOM,No Protection,11
123122.74335385898,2016,SOM,No Protection,11
44215.6508625097,2017,SOM,No Protection,11
183644.05660665117,2018,SOM,No Protection,11
85428.10098603865,2019,SOM,No Protection,11
171386.23843077166,2020,SOM,No Protection,11
38197.98677039626,2021,SOM,No Protection,11
34868.84317826469,2022,SOM,No Protection,11
348416.3602872851,2023,SOM,No Protection,11
37568.72216847362,2008,SOM,No Protection,12
79239.37230093012,2009,SOM,No Protection,12
47131.17241988904,2010,SOM,No Protection,12
40197.107781276056,2011,SOM,No Protection,12
31290.09675875578,2012,SOM,No Protection,12
46848.018475486155,2013,SOM,No Protection,12
40800.57267066074,2014,SOM,No Protection,12
52716.95264345039,2015,SOM,No Protection,12
118799.01410255556,2016,SOM,No Protection,12
53494.62435243309,2017,SOM,No Protection,12
143714.00047057812,2018,SOM,No Protection,12
80011.96463901842,2019,SOM,No Protection,12
149556.8091389752,2020,SOM,No Protection,12
35780.447366795386,2021,SOM,No Protection,12
19657.713569748154,2022,SOM,No Protection,12
208158.49856414882,2023,SOM,No Protection,12
49889.50336655139,2008,SOM,No Protection,13
63461.913927052985,2009,SOM,No Protection,13
43133.229738614085,2010,SOM,No Protection,13
46703.54076013428,2011,SOM,No Protection,13
29042.268535261057,2012,SOM,No Protection,13
45788.10944470062,2013,SOM,No Protection,13
44884.29605543564,2014,SOM,No Protection,13
39280.05664213243,2015,SOM,No Protection,13
119479.0979379276,2016,SOM,No Protection,13
42403.55900851633,2017,SOM,No Protection,13
171291.267506232,2018,SOM,No Protection,13
78355.73885616874,2019,SOM,No Protection,13
165908.61971986102,2020,SOM,No Protection,13
34529.01242043256,2021,SOM,No Protection,13
31376.740685026703,2022,SOM,No Protection,13
319300.41859848396,2023,SOM,No Protection,13
42075.7428475394,2008,SOM,No Protection,14
76566.1198934382,2009,SOM,No Protection,14
38878.856044612534,2010,SOM,No Protection,14
42280.62584738171,2011,SOM,No Protection,14
24837.44694225721,2012,SOM,No Protection,14
39016.11893201648,2013,SOM,No Protection,14
38581.45585994724,2014,SOM,No Protection,14
39076.61859713749,2015,SOM,No Protection,14
127933.2765947877,2016,SOM,No Protection,14
41254.55583268389,2017,SOM,No Protection,14
164419.94716958643,2018,SOM,No Protection,14
71576.35762027239,2019,SOM,No Protection,14
168369.11007244332,2020,SOM,No Protection,14
29700.3367804407,2021,SOM,No Protection,14
23074.457686035417,2022,SOM,No Protection,14
267567.10946315544,2023,SOM,No Protection,14
64596.88028809608,2008,SOM,No Protection,15
96274.76296521134,2009,SOM,No Protection,15
56295.87353005019,2010,SOM,No Protection,15
62029.45540116222,2011,SOM,No Protection,15
37119.37698810446,2012,SOM,No Protection,15
58486.576980030884,2013,SOM,No Protection,15
58339.94221297595,2014,SOM,No Protection,15
53468.024852353934,2015,SOM,No Protection,15
172194.67081630472,2016,SOM,No Protection,15
56801.258745618085,2017,SOM,No Protection,15
236102.8223983306,2018,SOM,No Protection,15
103708.01636679824,2019,SOM,No Protection,15
233815.76862134092,2020,SOM,No Protection,15
44488.19072281983,2021,SOM,No Protection,15
38480.348457459164,2022,SOM,No Protection,15
417447.6856708749,2023,SOM,No Protection,15
62073.83008363956,2008,SOM,No Protection,16
81529.66557911746,2009,SOM,No Protection,16
54523.217762426815,2010,SOM,No Protection,16
59478.42615300003,2011,SOM,No Protection,16
36364.59350538291,2012,SOM,No Protection,16
57532.45061097567,2013,SOM,No Protection,16
55858.06727930343,2014,SOM,No Protection,16
49504.82572472252,2015,SOM,No Protection,16
148798.4348377651,2016,SOM,No Protection,16
54528.58489024133,2017,SOM,No Protection,16
210042.2650515916,2018,SOM,No Protection,16
97317.19325864076,2019,SOM,No Protection,16
207594.9556619243,2020,SOM,No Protection,16
43124.38037320838,2021,SOM,No Protection,16
39341.028215086335,2022,SOM,No Protection,16
392345.1743211508,2023,SOM,No Protection,16
63936.69913087538,2008,SOM,No Protection,17
87990.64322678951,2009,SOM,No Protection,17
56774.35574669738,2010,SOM,No Protection,17
62169.60977096066,2011,SOM,No Protection,17
37438.4131191078,2012,SOM,No Protection,17
59366.13797714819,2013,SOM,No Protection,17
57716.98646223164,2014,SOM,No Protection,17
51794.61711605812,2015,SOM,No Protection,17
157582.75945066172,2016,SOM,No Protection,17
57093.649361643635,2017,SOM,No Protection,17
219344.1499670198,2018,SOM,No Protection,17
101174.92391779224,2019,SOM,No Protection,17
219428.77314299124,2020,SOM,No Protection,17
44219.74407255172,2021,SOM,No Protection,17
40244.59859453982,2022,SOM,No Protection,17
407498.6061521965,2023,SOM,No Protection,17
49063.68216657072,2008,SOM,No Protection,18
65318.61459459011,2009,SOM,No Protection,18
43190.46825698811,2010,SOM,No Protection,18
47152.60638507204,2011,SOM,No Protection,18
28725.595264087315,2012,SOM,No Protection,18
45464.44747713034,2013,SOM,No Protection,18
44187.96052863555,2014,SOM,No Protection,18
39296.676593235374,2015,SOM,No Protection,18
118766.25409142833,2016,SOM,No Protection,18
43235.41246133553,2017,SOM,No Protection,18
167045.9452604085,2018,SOM,No Protection,18
77147.74010138637,2019,SOM,No Protection,18
165517.3647469454,2020,SOM,No Protection,18
34035.3780398395,2021,SOM,No Protection,18
31016.04233805985,2022,SOM,No Protection,18
311274.54645639117,2023,SOM,No Protection,18
62923.146269537516,2008,SOM,No Protection,19
96092.60139520225,2009,SOM,No Protection,19
56637.11716921263,2010,SOM,No Protection,19
62686.85902215239,2011,SOM,No Protection,19
36646.74265844631,2012,SOM,No Protection,19
58337.11905357351,2013,SOM,No Protection,19
57019.7480182374,2014,SOM,No Protection,19
52714.680768726255,2015,SOM,No Protection,19
167649.11332747602,2016,SOM,No Protection,19
57873.44723961655,2017,SOM,No Protection,19
226223.85519054183,2018,SOM,No Protection,19
101296.6899199492,2019,SOM,No Protection,19
231386.6271723557,2020,SOM,No Protection,19
43086.49857332221,2021,SOM,No Protection,19
38868.782266811315,2022,SOM,No Protection,19
411934.1017213793,2023,SOM,No Protection,19
56629.27981347392,2008,SOM,FLOPROS,0
76245.42292276004,2009,SOM,FLOPROS,0
49291.71447360168,2010,SOM,FLOPROS,0
53735.86812514377,2011,SOM,FLOPROS,0
32921.173235097915,2012,SOM,FLOPROS,0
51966.80297276027,2013,SOM,FLOPROS,0
51022.9099195859,2014,SOM,FLOPROS,0
45332.11716069858,2015,SOM,FLOPROS,0
141391.32897283885,2016,SOM,FLOPROS,0
48908.05563125769,2017,SOM,FLOPROS,0
199843.01948394708,2018,SOM,FLOPROS,0
89906.35386830286,2019,SOM,FLOPROS,0
195337.7910949816,2020,SOM,FLOPROS,0
39280.119882975116,2021,SOM,FLOPROS,0
35351.62390771623,2022,SOM,FLOPROS,0
367229.9130816263,2023,SOM,FLOPROS,0
53746.47223138654,2008,SOM,FLOPROS,1
76380.06287809776,2009,SOM,FLOPROS,1
47008.40440947497,2010,SOM,FLOPROS,1
51665.91679922865,2011,SOM,FLOPROS,1
31116.23734730628,2012,SOM,FLOPROS,1
49208.30979206736,2013,SOM,FLOPROS,1
48459.234879823875,2014,SOM,FLOPROS,1
43698.410205975764,2015,SOM,FLOPROS,1
139256.12651923863,2016,SOM,FLOPROS,1
47096.664698664514,2017,SOM,FLOPROS,1
193975.27539322388,2018,SOM,FLOPROS,1
86054.45950942524,2019,SOM,FLOPROS,1
191297.8381097513,2020,SOM,FLOPROS,1
37347.035339377704,2021,SOM,FLOPROS,1
33181.99029541668,2022,SOM,FLOPROS,1
350765.01991683635,2023,SOM,FLOPROS,1
42298.85562082688,2008,SOM,FLOPROS,2
72413.86921666919,2009,SOM,FLOPROS,2
38276.72898998912,2010,SOM,FLOPROS,2
42694.83490034895,2011,SOM,FLOPROS,2
24185.95313128161,2012,SOM,FLOPROS,2
38911.06255475082,2013,SOM,FLOPROS,2
38122.80919680393,2014,SOM,FLOPROS,2
36745.411144728576,2015,SOM,FLOPROS,2
125180.209842842,2016,SOM,FLOPROS,2
39685.419257005706,2017,SOM,FLOPROS,2
165394.24218662694,2018,SOM,FLOPROS,2
70812.22059870281,2019,SOM,FLOPROS,2
168116.05658691673,2020,SOM,FLOPROS,2
29753.652944676203,2021,SOM,FLOPROS,2
24875.17114565324,2022,SOM,FLOPROS,2
280745.1677458487,2023,SOM,FLOPROS,2
48994.151406704426,2008,SOM,FLOPROS,3
90506.1901300833,2009,SOM,FLOPROS,3
44510.509236909376,2010,SOM,FLOPROS,3
50356.54609644997,2011,SOM,FLOPROS,3
27551.38291652678,2012,SOM,FLOPROS,3
44671.29562394257,2013,SOM,FLOPROS,3
43975.25943300996,2014,SOM,FLOPROS,3
43418.24071329069,2015,SOM,FLOPROS,3
153596.51427780784,2016,SOM,FLOPROS,3
46667.48807037139,2017,SOM,FLOPROS,3
198991.19524835583,2018,SOM,FLOPROS,3
83288.97725456972,2019,SOM,FLOPROS,3
204274.933481582,2020,SOM,FLOPROS,3
34593.72650648388,2021,SOM,FLOPROS,3
27979.327063216173,2022,SOM,FLOPROS,3
327619.5231245606,2023,SOM,FLOPROS,3
50018.06904638794,2008,SOM,FLOPROS,4
107204.85243748905,2009,SOM,FLOPROS,4
55264.654103226196,2010,SOM,FLOPROS,4
53701.97785011663,2011,SOM,FLOPROS,4
31125.119602642124,2012,SOM,FLOPROS,4
53552.05740840639,2013,SOM,FLOPROS,4
46744.255605181126,2014,SOM,FLOPROS,4
55086.98967830637,2015,SOM,FLOPROS,4
175525.70224490325,2016,SOM,FLOPROS,4
58686.39355950212,2017,SOM,FLOPROS,4
218640.74678148716,2018,SOM,FLOPROS,4
101102.10417090583,2019,SOM,FLOPROS,4
225722.4425265951,2020,SOM,FLOPROS,4
38153.49403884749,2021,SOM,FLOPROS,4
25721.7010853611,2022,SOM,FLOPROS,4
337586.43980485474,2023,SOM,FLOPROS,4
56234.51235860416,2008,SOM,FLOPROS,5
126055.75915148402,2009,SOM,FLOPROS,5
64450.19772463759,2010,SOM,FLOPROS,5
61213.864376679274,2011,SOM,FLOPROS,5
35712.63546466711,2012,SOM,FLOPROS,5
61759.22499887063,2013,SOM,FLOPROS,5
52617.881629111245,2014,SOM,FLOPROS,5
64359.23954921836,2015,SOM,FLOPROS,5
205132.37821591907,2016,SOM,FLOPROS,5
69302.93757370143,2017,SOM,FLOPROS,5
252451.19516747582,2018,SOM,FLOPROS,5
117485.01985607806,2019,SOM,FLOPROS,5
261187.44263661545,2020,SOM,FLOPROS,5
43126.65794554914,2021,SOM,FLOPROS,5
28042.08640283135,2022,SOM,FLOPROS,5
382112.2120698525,2023,SOM,FLOPROS,5
60532.07768511833,2008,SOM,FLOPROS,6
101167.58300260275,2009,SOM,FLOPROS,6
53969.85950318077,2010,SOM,FLOPROS,6
61036.95948116418,2011,SOM,FLOPROS,6
34676.34165961949,2012,SOM,FLOPROS,6
55109.48506554214,2013,SOM,FLOPROS,6
54742.46530073162,2014,SOM,FLOPROS,6
51830.80909558233,2015,SOM,FLOPROS,6
174952.0763467103,2016,SOM,FLOPROS,6
56137.73618140294,2017,SOM,FLOPROS,6
232753.95351217187,2018,SOM,FLOPROS,6
99361.65509861661,2019,SOM,FLOPROS,6
236996.77060307813,2020,SOM,FLOPROS,6
42453.18602804603,2021,SOM,FLOPROS,6
36247.57939370525,2022,SOM,FLOPROS,6
400305.1173990428,2023,SOM,FLOPROS,6
48067.7268196991,2008,SOM,FLOPROS,7
93232.49214660974,2009,SOM,FLOPROS,7
44707.72723991926,2010,SOM,FLOPROS,7
49731.31754934112,2011,SOM,FLOPROS,7
26855.402621656136,2012,SOM,FLOPROS,7
44390.62215989668,2013,SOM,FLOPROS,7
42853.42995971283,2014,SOM,FLOPROS,7
43548.435758049265,2015,SOM,FLOPROS,7
157513.42183315454,2016,SOM,FLOPROS,7
46776.754627960494,2017,SOM,FLOPROS,7
201227.08878002176,2018,SOM,FLOPROS,7
84186.23272044025,2019,SOM,FLOPROS,7
206981.58906442125,2020,SOM,FLOPROS,7
34005.968116679665,2021,SOM,FLOPROS,7
26621.676489139896,2022,SOM,FLOPROS,7
323787.3948285703,2023,SOM,FLOPROS,7
61719.15531208418,2008,SOM,FLOPROS,8
122070.66646083862,2009,SOM,FLOPROS,8
57982.5714564869,2010,SOM,FLOPROS,8
63924.81624375066,2011,SOM,FLOPROS,8
34366.656388610594,2012,SOM,FLOPROS,8
57288.40317707422,2013,SOM,FLOPROS,8
54816.18765448416,2014,SOM,FLOPROS,8
56327.963644199444,2015,SOM,FLOPROS,8
206046.64171992856,2016,SOM,FLOPROS,8
60527.88600444161,2017,SOM,FLOPROS,8
261694.15558048358,2018,SOM,FLOPROS,8
109522.25036013077,2019,SOM,FLOPROS,8
269302.31452241226,2020,SOM,FLOPROS,8
43618.36294666441,2021,SOM,FLOPROS,8
33734.836152420976,2022,SOM,FLOPROS,8
417154.8018568527,2023,SOM,FLOPROS,8
54584.13769339917,2008,SOM,FLOPROS,9
80406.16805170485,2009,SOM,FLOPROS,9
48008.868863573574,2010,SOM,FLOPROS,9
52760.12840606507,2011,SOM,FLOPROS,9
31475.69742331459,2012,SOM,FLOPROS,9
50016.334707905604,2013,SOM,FLOPROS,9
49169.60602389944,2014,SOM,FLOPROS,9
44918.678177883194,2015,SOM,FLOPROS,9
145554.6891470539,2016,SOM,FLOPROS,9
48217.11916286226,2017,SOM,FLOPROS,9
200901.65815469425,2018,SOM,FLOPROS,9
88381.49772787324,2019,SOM,FLOPROS,9
198598.39010048794,2020,SOM,FLOPROS,9
37983.94914011232,2021,SOM,FLOPROS,9
33253.239570531034,2022,SOM,FLOPROS,9
358491.70527213375,2023,SOM,FLOPROS,9
46593.52518827848,2008,SOM,FLOPROS,10
74864.22789158339,2009,SOM,FLOPROS,10
42163.3563206303,2010,SOM,FLOPROS,10
46054.70393269059,2011,SOM,FLOPROS,10
26926.643923821037,2012,SOM,FLOPROS,10
43281.680931745264,2013,SOM,FLOPROS,10
42051.103986280374,2014,SOM,FLOPROS,10
40011.19963982976,2015,SOM,FLOPROS,10
132180.1944172459,2016,SOM,FLOPROS,10
43008.48846294044,2017,SOM,FLOPROS,10
177963.0982981673,2018,SOM,FLOPROS,10
77788.82334841248,2019,SOM,FLOPROS,10
178171.8896742687,2020,SOM,FLOPROS,10
32736.98576211008,2021,SOM,FLOPROS,10
27668.7479933786,2022,SOM,FLOPROS,10
308199.6492570769,2023,SOM,FLOPROS,10
42298.85562082688,2008,SOM,FLOPROS,11
72413.86921666919,2009,SOM,FLOPROS,11
38276.72898998912,2010,SOM,FLOPROS,11
42694.83490034895,2011,SOM,FLOPROS,11
24185.95313128161,2012,SOM,FLOPROS,11
38911.06255475082,2013,SOM,FLOPROS,11
38122.80919680393,2014,SOM,FLOPROS,11
36745.411144728576,2015,SOM,FLOPROS,11
125180.209842842,2016,SOM,FLOPROS,11
39685.419257005706,2017,SOM,FLOPROS,11
165394.24218662694,2018,SOM,FLOPROS,11
70812.22059870281,2019,SOM,FLOPROS,11
168116.05658691673,2020,SOM,FLOPROS,11
29753.652944676203,2021,SOM,FLOPROS,11
24875.17114565324,2022,SOM,FLOPROS,11
280745.1677458487,2023,SOM,FLOPROS,11
33741.604825300645,2008,SOM,FLOPROS,12
82188.39186061936,2009,SOM,FLOPROS,12
47917.637081579516,2010,SOM,FLOPROS,12
38251.29626644607,2011,SOM,FLOPROS,12
24836.77943737151,2012,SOM,FLOPROS,12
45108.42948632957,2013,SOM,FLOPROS,12
34975.54978026121,2014,SOM,FLOPROS,12
49639.73183652078,2015,SOM,FLOPROS,12
126124.1653819902,2016,SOM,FLOPROS,12
50562.73960877863,2017,SOM,FLOPROS,12
153069.6665823457,2018,SOM,FLOPROS,12
84436.98671938454,2019,SOM,FLOPROS,12
159315.5133935093,2020,SOM,FLOPROS,12
30020.665220660543,2021,SOM,FLOPROS,12
15157.58533766729,2022,SOM,FLOPROS,12
223638.22293534986,2023,SOM,FLOPROS,12
40398.29569577795,2008,SOM,FLOPROS,13
102732.20920540916,2009,SOM,FLOPROS,13
63507.06844591502,2010,SOM,FLOPROS,13
46779.912623611206,2011,SOM,FLOPROS,13
31899.573859709963,2012,SOM,FLOPROS,13
58351.6968713491,2013,SOM,FLOPROS,13
43682.28057347643,2014,SOM,FLOPROS,13
66013.46170316933,2015,SOM,FLOPROS,13
153182.87715755278,2016,SOM,FLOPROS,13
66321.36702682367,2017,SOM,FLOPROS,13
184498.18299473388,2018,SOM,FLOPROS,13
109917.32857347814,2019,SOM,FLOPROS,13
