Country,Protection,Impact Func ID,Return Period,PMD
SOM,No Protection,4,50,175109.08901560865
SOM,No Protection,4,100,195406.2825763744
SOM,No Protection,5,2,66590.3284653955
SOM,No Protection,5,5,101757.88429245638
SOM,No Protection,5,10,125041.65345748146
SOM,No Protection,5,25,154461.0596903404
SOM,No Protection,5,50,176285.82243305744
SOM,No Protection,5,100,197949.62545992626
SOM,No Protection,6,2,82645.00500887734
SOM,No Protection,6,5,128306.47157728224
SOM,No Protection,6,10,158538.0592526804
SOM,No Protection,6,25,196736.14275811237
SOM,No Protection,6,50,225073.3601422421
SOM,No Protection,6,100,253201.58783370725
SOM,No Protection,7,2,74460.03413824631
SOM,No Protection,7,5,118319.42609304335
SOM,No Protection,7,10,147357.8944761104
SOM,No Protection,7,25,184048.45310889094
SOM,No Protection,7,50,211267.31438433708
SOM,No Protection,7,100,238285.4339505489
SOM,No Protection,8,2,89950.0441348477
SOM,No Protection,8,5,142922.4666521939
SOM,No Protection,8,10,177994.49906955587
SOM,No Protection,8,25,222308.56015586187
SOM,No Protection,8,50,255182.91056660138
SOM,No Protection,8,100,287814.8094939875
SOM,No Protection,9,2,78204.19472987781
SOM,No Protection,9,5,121199.22032298312
SOM,No Protection,9,10,149665.4081944726
SOM,No Protection,9,25,185632.8814569284
SOM,No Protection,9,50,212315.3224346582
SOM,No Protection,9,100,238800.9778542337
SOM,No Protection,10,2,62220.58496799116
SOM,No Protection,10,5,95856.88690109146
SOM,No Protection,10,10,118126.84201616234
SOM,No Protection,10,25,146265.278352404
SOM,No Protection,10,50,167139.75461235002
SOM,No Protection,10,100,187860.2796102874
SOM,No Protection,11,2,64100.62837231603
SOM,No Protection,11,5,95361.94859061339
SOM,No Protection,11,10,116059.47352911578
SOM,No Protection,11,25,142211.1197623718
SOM,No Protection,11,50,161611.69738976113
SOM,No Protection,11,100,180869.19389874348
SOM,No Protection,12,2,60661.981334704105
SOM,No Protection,12,5,89009.67862844179
SOM,No Protection,12,10,107778.14930047821
SOM,No Protection,12,25,131492.40531962574
SOM,No Protection,12,50,149084.80698611066
SOM,No Protection,12,100,166547.46300510762
SOM,No Protection,13,2,60460.80091750252
SOM,No Protection,13,5,90751.70174123596
SOM,No Protection,13,10,110806.73047421862
SOM,No Protection,13,25,136146.5727104805
SOM,No Protection,13,50,154944.91419864428
SOM,No Protection,13,100,173604.6161176168
SOM,No Protection,14,2,57949.811703284184
SOM,No Protection,14,5,90362.94991103315
SOM,No Protection,14,10,111823.07161111881
SOM,No Protection,14,25,138938.2707709594
SOM,No Protection,14,50,159053.65935837664
SOM,No Protection,14,100,179020.695028084
SOM,No Protection,15,2,82179.11286946926
SOM,No Protection,15,5,126015.08371172663
SOM,No Protection,15,10,155038.04542209106
SOM,No Protection,15,25,191709.01113156418
SOM,No Protection,15,50,218913.33741268594
SOM,No Protection,15,100,245917.02918154883
SOM,No Protection,16,2,75798.7505725081
SOM,No Protection,16,5,113363.32496319174
SOM,No Protection,16,10,138234.11448283374
SOM,No Protection,16,25,169658.7457366667
SOM,No Protection,16,50,192971.08304095452
SOM,No Protection,16,100,216111.48962450595
SOM,No Protection,17,2,79287.15482802791
SOM,No Protection,17,5,119168.50041699361
SOM,No Protection,17,10,145573.18003847406
SOM,No Protection,17,25,178935.90540854356
SOM,No Protection,17,50,203686.01626696502
SOM,No Protection,17,100,228253.59268696228
SOM,No Protection,18,2,60194.5670151167
SOM,No Protection,18,5,90207.43431641118
SOM,No Protection,18,10,110078.38234761171
SOM,No Protection,18,25,135185.63574024718
SOM,No Protection,18,50,153811.43138270045
SOM,No Protection,18,100,172299.8599981029
SOM,No Protection,19,2,80972.76738014135
SOM,No Protection,19,5,123655.37339322697
SOM,No Protection,19,10,151914.71420887942
SOM,No Protection,19,25,187620.832983554
SOM,No Protection,19,50,214109.3883457
SOM,No Protection,19,100,240402.5880746791
